window_start,window_end,site,ions,concentration
2020-09-15,2020-11-17,BQ1,nh4_ugl,9.166666666666666
2020-09-15,2020-11-17,BQ1,no3_ugl,136.75
2020-11-17,2021-01-19,BQ1,k_mgl,1.0150000000000001
2020-11-17,2021-01-19,BQ1,ca_mgl,5.890000000000001
2020-11-17,2021-01-19,BQ1,mg_mgl,3.175
2020-11-17,2021-01-19,BQ1,nh4_ugl,10.285714285714286
2020-11-17,2021-01-19,BQ1,no3_ugl,145.33333333333334
1986-05-20,1986-07-22,BQ2,k_mgl,0.79
1986-05-20,1986-07-22,BQ2,ca_mgl,4.9
1986-05-20,1986-07-22,BQ2,mg_mgl,3.0033333333333334
1986-05-20,1986-07-22,BQ2,nh4_ugl,NA
1986-05-20,1986-07-22,BQ2,no3_ugl,208.66666666666666
1986-07-22,1986-09-23,BQ2,k_mgl,NA
1986-07-22,1986-09-23,BQ2,ca_mgl,NA
1986-07-22,1986-09-23,BQ2,mg_mgl,NA
1986-07-22,1986-09-23,BQ2,nh4_ugl,NA
1986-07-22,1986-09-23,BQ2,no3_ugl,NA
1986-09-23,1986-11-25,BQ2,k_mgl,0.716
1986-09-23,1986-11-25,BQ2,ca_mgl,4.946
1986-09-23,1986-11-25,BQ2,mg_mgl,2.43
1986-09-23,1986-11-25,BQ2,nh4_ugl,22.6
1986-09-23,1986-11-25,BQ2,no3_ugl,206.6
1986-11-25,1987-01-27,BQ2,k_mgl,0.6922222222222223
1986-11-25,1987-01-27,BQ2,ca_mgl,4.742222222222222
1986-11-25,1987-01-27,BQ2,mg_mgl,2.5211111111111113
1986-11-25,1987-01-27,BQ2,nh4_ugl,17.25
1986-11-25,1987-01-27,BQ2,no3_ugl,268.1111111111111
1987-01-27,1987-03-31,BQ2,k_mgl,0.76
1987-01-27,1987-03-31,BQ2,ca_mgl,4.924444444444444
1987-01-27,1987-03-31,BQ2,mg_mgl,2.658888888888889
1987-01-27,1987-03-31,BQ2,nh4_ugl,14
1987-01-27,1987-03-31,BQ2,no3_ugl,219.625
1987-03-31,1987-06-02,BQ2,k_mgl,0.9455555555555556
1987-03-31,1987-06-02,BQ2,ca_mgl,4.682222222222222
1987-03-31,1987-06-02,BQ2,mg_mgl,2.29
1987-03-31,1987-06-02,BQ2,nh4_ugl,39
1987-03-31,1987-06-02,BQ2,no3_ugl,259.85714285714283
1987-06-02,1987-08-04,BQ2,k_mgl,0.8188888888888889
1987-06-02,1987-08-04,BQ2,ca_mgl,4.915555555555556
1987-06-02,1987-08-04,BQ2,mg_mgl,2.49
1987-06-02,1987-08-04,BQ2,nh4_ugl,70.66666666666667
1987-06-02,1987-08-04,BQ2,no3_ugl,232.77777777777777
1987-08-04,1987-10-06,BQ2,k_mgl,0.8530769230769231
1987-08-04,1987-10-06,BQ2,ca_mgl,4.03
1987-08-04,1987-10-06,BQ2,mg_mgl,2.037692307692308
1987-08-04,1987-10-06,BQ2,nh4_ugl,32.84615384615385
1987-08-04,1987-10-06,BQ2,no3_ugl,231.3846153846154
1987-10-06,1987-12-08,BQ2,k_mgl,0.856
1987-10-06,1987-12-08,BQ2,ca_mgl,4.21
1987-10-06,1987-12-08,BQ2,mg_mgl,2.0949999999999998
1987-10-06,1987-12-08,BQ2,nh4_ugl,12.1
1987-10-06,1987-12-08,BQ2,no3_ugl,191
1987-12-08,1988-02-09,BQ2,k_mgl,0.8668421052631579
1987-12-08,1988-02-09,BQ2,ca_mgl,4.324736842105263
1987-12-08,1988-02-09,BQ2,mg_mgl,2.04
1987-12-08,1988-02-09,BQ2,nh4_ugl,18.36842105263158
1987-12-08,1988-02-09,BQ2,no3_ugl,253.86666666666667
1988-02-09,1988-04-12,BQ2,k_mgl,0.7775
1988-02-09,1988-04-12,BQ2,ca_mgl,4.33875
1988-02-09,1988-04-12,BQ2,mg_mgl,2.34625
1988-02-09,1988-04-12,BQ2,nh4_ugl,18.857142857142858
1988-02-09,1988-04-12,BQ2,no3_ugl,185
1988-04-12,1988-06-14,BQ2,k_mgl,0.807
1988-04-12,1988-06-14,BQ2,ca_mgl,3.868
1988-04-12,1988-06-14,BQ2,mg_mgl,2.187
1988-04-12,1988-06-14,BQ2,nh4_ugl,57.55555555555556
1988-04-12,1988-06-14,BQ2,no3_ugl,216.7
1988-06-14,1988-08-16,BQ2,k_mgl,0.7545454545454545
1988-06-14,1988-08-16,BQ2,ca_mgl,3.561818181818182
1988-06-14,1988-08-16,BQ2,mg_mgl,2.2381818181818183
1988-06-14,1988-08-16,BQ2,nh4_ugl,67.5
1988-06-14,1988-08-16,BQ2,no3_ugl,NA
1988-08-16,1988-10-18,BQ2,k_mgl,0.7761538461538462
1988-08-16,1988-10-18,BQ2,ca_mgl,3.805
1988-08-16,1988-10-18,BQ2,mg_mgl,2.0591666666666666
1988-08-16,1988-10-18,BQ2,nh4_ugl,26.25
1988-08-16,1988-10-18,BQ2,no3_ugl,184.72727272727272
1988-10-18,1988-12-20,BQ2,k_mgl,0.8475
1988-10-18,1988-12-20,BQ2,ca_mgl,4.18625
1988-10-18,1988-12-20,BQ2,mg_mgl,2.38125
1988-10-18,1988-12-20,BQ2,nh4_ugl,61
1988-10-18,1988-12-20,BQ2,no3_ugl,224.125
1988-12-20,1989-02-21,BQ2,k_mgl,0.9077777777777778
1988-12-20,1989-02-21,BQ2,ca_mgl,4.488888888888889
1988-12-20,1989-02-21,BQ2,mg_mgl,2.4833333333333334
1988-12-20,1989-02-21,BQ2,nh4_ugl,NA
1988-12-20,1989-02-21,BQ2,no3_ugl,219.11111111111111
1989-02-21,1989-04-25,BQ2,k_mgl,0.8377777777777777
1989-02-21,1989-04-25,BQ2,ca_mgl,4.62
1989-02-21,1989-04-25,BQ2,mg_mgl,2.7688888888888887
1989-02-21,1989-04-25,BQ2,nh4_ugl,NA
1989-02-21,1989-04-25,BQ2,no3_ugl,224.9
1989-04-25,1989-06-27,BQ2,k_mgl,0.9366666666666666
1989-04-25,1989-06-27,BQ2,ca_mgl,4.58
1989-04-25,1989-06-27,BQ2,mg_mgl,2.6755555555555555
1989-04-25,1989-06-27,BQ2,nh4_ugl,NA
1989-04-25,1989-06-27,BQ2,no3_ugl,174
1989-06-27,1989-08-29,BQ2,k_mgl,1.0044444444444445
1989-06-27,1989-08-29,BQ2,ca_mgl,4.605555555555556
1989-06-27,1989-08-29,BQ2,mg_mgl,2.3566666666666665
1989-06-27,1989-08-29,BQ2,nh4_ugl,NA
1989-06-27,1989-08-29,BQ2,no3_ugl,176
1989-08-29,1989-10-31,BQ2,k_mgl,1.1718181818181819
1989-08-29,1989-10-31,BQ2,ca_mgl,5.341
1989-08-29,1989-10-31,BQ2,mg_mgl,2.789
1989-08-29,1989-10-31,BQ2,nh4_ugl,NA
1989-08-29,1989-10-31,BQ2,no3_ugl,137.42857142857142
1989-10-31,1990-01-02,BQ2,k_mgl,1.339
1989-10-31,1990-01-02,BQ2,ca_mgl,6.071
1989-10-31,1990-01-02,BQ2,mg_mgl,3.138
1989-10-31,1990-01-02,BQ2,nh4_ugl,NA
1989-10-31,1990-01-02,BQ2,no3_ugl,424.3
1990-01-02,1990-03-06,BQ2,k_mgl,1.3822222222222222
1990-01-02,1990-03-06,BQ2,ca_mgl,6.677777777777778
1990-01-02,1990-03-06,BQ2,mg_mgl,3.12
1990-01-02,1990-03-06,BQ2,nh4_ugl,NA
1990-01-02,1990-03-06,BQ2,no3_ugl,194.75
1990-03-06,1990-05-08,BQ2,k_mgl,1.393076923076923
1990-03-06,1990-05-08,BQ2,ca_mgl,5.222307692307692
1990-03-06,1990-05-08,BQ2,mg_mgl,2.46
1990-03-06,1990-05-08,BQ2,nh4_ugl,NA
1990-03-06,1990-05-08,BQ2,no3_ugl,460.9090909090909
1990-05-08,1990-07-10,BQ2,k_mgl,1.262
1990-05-08,1990-07-10,BQ2,ca_mgl,6.397
1990-05-08,1990-07-10,BQ2,mg_mgl,3.079
1990-05-08,1990-07-10,BQ2,nh4_ugl,NA
1990-05-08,1990-07-10,BQ2,no3_ugl,301.5
1990-07-10,1990-09-11,BQ2,k_mgl,0.9955555555555555
1990-07-10,1990-09-11,BQ2,ca_mgl,7.045555555555556
1990-07-10,1990-09-11,BQ2,mg_mgl,3.2844444444444445
1990-07-10,1990-09-11,BQ2,nh4_ugl,NA
1990-07-10,1990-09-11,BQ2,no3_ugl,177.44444444444446
1990-09-11,1990-11-13,BQ2,k_mgl,0.8822222222222222
1990-09-11,1990-11-13,BQ2,ca_mgl,6.1322222222222225
1990-09-11,1990-11-13,BQ2,mg_mgl,2.76
1990-09-11,1990-11-13,BQ2,nh4_ugl,NA
1990-09-11,1990-11-13,BQ2,no3_ugl,101
1990-11-13,1991-01-15,BQ2,k_mgl,1.0463636363636364
1990-11-13,1991-01-15,BQ2,ca_mgl,6.368181818181818
1990-11-13,1991-01-15,BQ2,mg_mgl,2.9263636363636363
1990-11-13,1991-01-15,BQ2,nh4_ugl,NA
1990-11-13,1991-01-15,BQ2,no3_ugl,211.45454545454547
1991-01-15,1991-03-19,BQ2,k_mgl,0.8288888888888889
1991-01-15,1991-03-19,BQ2,ca_mgl,6.865555555555556
1991-01-15,1991-03-19,BQ2,mg_mgl,3.0255555555555556
1991-01-15,1991-03-19,BQ2,nh4_ugl,NA
1991-01-15,1991-03-19,BQ2,no3_ugl,124.71428571428571
1991-03-19,1991-05-21,BQ2,k_mgl,0.8922222222222222
1991-03-19,1991-05-21,BQ2,ca_mgl,5.662222222222222
1991-03-19,1991-05-21,BQ2,mg_mgl,2.92
1991-03-19,1991-05-21,BQ2,nh4_ugl,NA
1991-03-19,1991-05-21,BQ2,no3_ugl,77.44444444444443
1991-05-21,1991-07-23,BQ2,k_mgl,1.078
1991-05-21,1991-07-23,BQ2,ca_mgl,3.7439999999999998
1991-05-21,1991-07-23,BQ2,mg_mgl,3.005
1991-05-21,1991-07-23,BQ2,nh4_ugl,NA
1991-05-21,1991-07-23,BQ2,no3_ugl,85.125
1991-07-23,1991-09-24,BQ2,k_mgl,1.271
1991-07-23,1991-09-24,BQ2,ca_mgl,6.536
1991-07-23,1991-09-24,BQ2,mg_mgl,3.157
1991-07-23,1991-09-24,BQ2,nh4_ugl,NA
1991-07-23,1991-09-24,BQ2,no3_ugl,60.2
1991-09-24,1991-11-26,BQ2,k_mgl,1.2816666666666667
1991-09-24,1991-11-26,BQ2,ca_mgl,4.645833333333333
1991-09-24,1991-11-26,BQ2,mg_mgl,2.6133333333333333
1991-09-24,1991-11-26,BQ2,nh4_ugl,NA
1991-09-24,1991-11-26,BQ2,no3_ugl,170.83333333333331
1991-11-26,1992-01-28,BQ2,k_mgl,1.198888888888889
1991-11-26,1992-01-28,BQ2,ca_mgl,5.783333333333333
1991-11-26,1992-01-28,BQ2,mg_mgl,3.051111111111111
1991-11-26,1992-01-28,BQ2,nh4_ugl,NA
1991-11-26,1992-01-28,BQ2,no3_ugl,296.1111111111111
1992-01-28,1992-03-31,BQ2,k_mgl,1.284
1992-01-28,1992-03-31,BQ2,ca_mgl,6.08
1992-01-28,1992-03-31,BQ2,mg_mgl,2.969
1992-01-28,1992-03-31,BQ2,nh4_ugl,NA
1992-01-28,1992-03-31,BQ2,no3_ugl,191.11111111111111
1992-03-31,1992-06-02,BQ2,k_mgl,1.1555555555555557
1992-03-31,1992-06-02,BQ2,ca_mgl,5.455555555555556
1992-03-31,1992-06-02,BQ2,mg_mgl,2.8533333333333335
1992-03-31,1992-06-02,BQ2,nh4_ugl,NA
1992-03-31,1992-06-02,BQ2,no3_ugl,135.125
1992-06-02,1992-08-04,BQ2,k_mgl,1.26
1992-06-02,1992-08-04,BQ2,ca_mgl,6.188888888888889
1992-06-02,1992-08-04,BQ2,mg_mgl,2.9877777777777776
1992-06-02,1992-08-04,BQ2,nh4_ugl,NA
1992-06-02,1992-08-04,BQ2,no3_ugl,58
1992-08-04,1992-10-06,BQ2,k_mgl,1.2733333333333332
1992-08-04,1992-10-06,BQ2,ca_mgl,6.444444444444445
1992-08-04,1992-10-06,BQ2,mg_mgl,3.04
1992-08-04,1992-10-06,BQ2,nh4_ugl,NA
1992-08-04,1992-10-06,BQ2,no3_ugl,79.66666666666667
1992-10-06,1992-12-08,BQ2,k_mgl,1.1822222222222223
1992-10-06,1992-12-08,BQ2,ca_mgl,5.905555555555556
1992-10-06,1992-12-08,BQ2,mg_mgl,2.738888888888889
1992-10-06,1992-12-08,BQ2,nh4_ugl,NA
1992-10-06,1992-12-08,BQ2,no3_ugl,47.75
1992-12-08,1993-02-09,BQ2,k_mgl,1.2344444444444445
1992-12-08,1993-02-09,BQ2,ca_mgl,6.345555555555555
1992-12-08,1993-02-09,BQ2,mg_mgl,3.0322222222222224
1992-12-08,1993-02-09,BQ2,nh4_ugl,NA
1992-12-08,1993-02-09,BQ2,no3_ugl,172
1993-02-09,1993-04-13,BQ2,k_mgl,1.38
1993-02-09,1993-04-13,BQ2,ca_mgl,6.855555555555555
1993-02-09,1993-04-13,BQ2,mg_mgl,3.3477777777777775
1993-02-09,1993-04-13,BQ2,nh4_ugl,NA
1993-02-09,1993-04-13,BQ2,no3_ugl,145.5
1993-04-13,1993-06-15,BQ2,k_mgl,1.3155555555555556
1993-04-13,1993-06-15,BQ2,ca_mgl,5.665555555555556
1993-04-13,1993-06-15,BQ2,mg_mgl,2.8722222222222222
1993-04-13,1993-06-15,BQ2,nh4_ugl,NA
1993-04-13,1993-06-15,BQ2,no3_ugl,89.75
1993-06-15,1993-08-17,BQ2,k_mgl,1.49
1993-06-15,1993-08-17,BQ2,ca_mgl,7.022222222222222
1993-06-15,1993-08-17,BQ2,mg_mgl,3.163333333333333
1993-06-15,1993-08-17,BQ2,nh4_ugl,NA
1993-06-15,1993-08-17,BQ2,no3_ugl,95.4
1993-08-17,1993-10-19,BQ2,k_mgl,1.2966666666666666
1993-08-17,1993-10-19,BQ2,ca_mgl,6.525555555555555
1993-08-17,1993-10-19,BQ2,mg_mgl,2.8777777777777778
1993-08-17,1993-10-19,BQ2,nh4_ugl,NA
1993-08-17,1993-10-19,BQ2,no3_ugl,61.625
1993-10-19,1993-12-21,BQ2,k_mgl,1.3855555555555557
1993-10-19,1993-12-21,BQ2,ca_mgl,6.611111111111112
1993-10-19,1993-12-21,BQ2,mg_mgl,2.966666666666667
1993-10-19,1993-12-21,BQ2,nh4_ugl,NA
1993-10-19,1993-12-21,BQ2,no3_ugl,41.22222222222222
1993-12-21,1994-02-22,BQ2,k_mgl,1.3711111111111112
1993-12-21,1994-02-22,BQ2,ca_mgl,5.996666666666667
1993-12-21,1994-02-22,BQ2,mg_mgl,2.694444444444444
1993-12-21,1994-02-22,BQ2,nh4_ugl,NA
1993-12-21,1994-02-22,BQ2,no3_ugl,12.5
1994-02-22,1994-04-26,BQ2,k_mgl,1.3444444444444446
1994-02-22,1994-04-26,BQ2,ca_mgl,6.587777777777778
1994-02-22,1994-04-26,BQ2,mg_mgl,2.9522222222222223
1994-02-22,1994-04-26,BQ2,nh4_ugl,NA
1994-02-22,1994-04-26,BQ2,no3_ugl,37.5
1994-04-26,1994-06-28,BQ2,k_mgl,1.3925
1994-04-26,1994-06-28,BQ2,ca_mgl,6.95875
1994-04-26,1994-06-28,BQ2,mg_mgl,3.24125
1994-04-26,1994-06-28,BQ2,nh4_ugl,NA
1994-04-26,1994-06-28,BQ2,no3_ugl,22.25
1994-06-28,1994-08-30,BQ2,k_mgl,1.1633333333333333
1994-06-28,1994-08-30,BQ2,ca_mgl,5.0649999999999995
1994-06-28,1994-08-30,BQ2,mg_mgl,2.4833333333333334
1994-06-28,1994-08-30,BQ2,nh4_ugl,NA
1994-06-28,1994-08-30,BQ2,no3_ugl,145.5
1994-08-30,1994-11-01,BQ2,k_mgl,1.32
1994-08-30,1994-11-01,BQ2,ca_mgl,4.325
1994-08-30,1994-11-01,BQ2,mg_mgl,1.975
1994-08-30,1994-11-01,BQ2,nh4_ugl,NA
1994-08-30,1994-11-01,BQ2,no3_ugl,NA
1994-11-01,1995-01-03,BQ2,k_mgl,1.25375
1994-11-01,1995-01-03,BQ2,ca_mgl,5.3075
1994-11-01,1995-01-03,BQ2,mg_mgl,2.48875
1994-11-01,1995-01-03,BQ2,nh4_ugl,NA
1994-11-01,1995-01-03,BQ2,no3_ugl,NA
1995-01-03,1995-03-07,BQ2,k_mgl,1.15625
1995-01-03,1995-03-07,BQ2,ca_mgl,6.3
1995-01-03,1995-03-07,BQ2,mg_mgl,2.9475
1995-01-03,1995-03-07,BQ2,nh4_ugl,NA
1995-01-03,1995-03-07,BQ2,no3_ugl,NA
1995-03-07,1995-05-09,BQ2,k_mgl,1.1066666666666667
1995-03-07,1995-05-09,BQ2,ca_mgl,6.4383333333333335
1995-03-07,1995-05-09,BQ2,mg_mgl,3.0083333333333333
1995-03-07,1995-05-09,BQ2,nh4_ugl,NA
1995-03-07,1995-05-09,BQ2,no3_ugl,NA
1995-05-09,1995-07-11,BQ2,k_mgl,1.134
1995-05-09,1995-07-11,BQ2,ca_mgl,6
1995-05-09,1995-07-11,BQ2,mg_mgl,2.846
1995-05-09,1995-07-11,BQ2,nh4_ugl,NA
1995-05-09,1995-07-11,BQ2,no3_ugl,NA
1995-07-11,1995-09-12,BQ2,k_mgl,1.055
1995-07-11,1995-09-12,BQ2,ca_mgl,6.38
1995-07-11,1995-09-12,BQ2,mg_mgl,2.935
1995-07-11,1995-09-12,BQ2,nh4_ugl,NA
1995-07-11,1995-09-12,BQ2,no3_ugl,NA
1995-09-12,1995-11-14,BQ2,k_mgl,NA
1995-09-12,1995-11-14,BQ2,ca_mgl,NA
1995-09-12,1995-11-14,BQ2,mg_mgl,NA
1995-09-12,1995-11-14,BQ2,nh4_ugl,NA
1995-09-12,1995-11-14,BQ2,no3_ugl,NA
1995-11-14,1996-01-16,BQ2,k_mgl,1.4224999999999999
1995-11-14,1996-01-16,BQ2,ca_mgl,7.6775
1995-11-14,1996-01-16,BQ2,mg_mgl,3.54
1995-11-14,1996-01-16,BQ2,nh4_ugl,NA
1995-11-14,1996-01-16,BQ2,no3_ugl,NA
1996-01-16,1996-03-19,BQ2,k_mgl,1.26125
1996-01-16,1996-03-19,BQ2,ca_mgl,6.785
1996-01-16,1996-03-19,BQ2,mg_mgl,3.1825
1996-01-16,1996-03-19,BQ2,nh4_ugl,NA
1996-01-16,1996-03-19,BQ2,no3_ugl,NA
1996-03-19,1996-05-21,BQ2,k_mgl,1.123
1996-03-19,1996-05-21,BQ2,ca_mgl,5.861
1996-03-19,1996-05-21,BQ2,mg_mgl,2.888
1996-03-19,1996-05-21,BQ2,nh4_ugl,NA
1996-03-19,1996-05-21,BQ2,no3_ugl,NA
1996-05-21,1996-07-23,BQ2,k_mgl,1.3544444444444443
1996-05-21,1996-07-23,BQ2,ca_mgl,6.142222222222222
1996-05-21,1996-07-23,BQ2,mg_mgl,2.8966666666666665
1996-05-21,1996-07-23,BQ2,nh4_ugl,NA
1996-05-21,1996-07-23,BQ2,no3_ugl,NA
1996-07-23,1996-09-24,BQ2,k_mgl,1.22
1996-07-23,1996-09-24,BQ2,ca_mgl,6.585555555555556
1996-07-23,1996-09-24,BQ2,mg_mgl,3.118888888888889
1996-07-23,1996-09-24,BQ2,nh4_ugl,NA
1996-07-23,1996-09-24,BQ2,no3_ugl,321
1996-09-24,1996-11-26,BQ2,k_mgl,1.135
1996-09-24,1996-11-26,BQ2,ca_mgl,6.28
1996-09-24,1996-11-26,BQ2,mg_mgl,2.96125
1996-09-24,1996-11-26,BQ2,nh4_ugl,NA
1996-09-24,1996-11-26,BQ2,no3_ugl,262.8
1996-11-26,1997-01-28,BQ2,k_mgl,1.19625
1996-11-26,1997-01-28,BQ2,ca_mgl,7.0575
1996-11-26,1997-01-28,BQ2,mg_mgl,2.99
1996-11-26,1997-01-28,BQ2,nh4_ugl,NA
1996-11-26,1997-01-28,BQ2,no3_ugl,314.25
1997-01-28,1997-04-01,BQ2,k_mgl,1.0477777777777777
1997-01-28,1997-04-01,BQ2,ca_mgl,6.6177777777777775
1997-01-28,1997-04-01,BQ2,mg_mgl,2.982222222222222
1997-01-28,1997-04-01,BQ2,nh4_ugl,NA
1997-01-28,1997-04-01,BQ2,no3_ugl,299.1111111111111
1997-04-01,1997-06-03,BQ2,k_mgl,1.09125
1997-04-01,1997-06-03,BQ2,ca_mgl,6.30125
1997-04-01,1997-06-03,BQ2,mg_mgl,2.80625
1997-04-01,1997-06-03,BQ2,nh4_ugl,NA
1997-04-01,1997-06-03,BQ2,no3_ugl,158.875
1997-06-03,1997-08-05,BQ2,k_mgl,0.9755555555555555
1997-06-03,1997-08-05,BQ2,ca_mgl,5.71
1997-06-03,1997-08-05,BQ2,mg_mgl,2.7111111111111112
1997-06-03,1997-08-05,BQ2,nh4_ugl,NA
1997-06-03,1997-08-05,BQ2,no3_ugl,131.5
1997-08-05,1997-10-07,BQ2,k_mgl,0.9966666666666667
1997-08-05,1997-10-07,BQ2,ca_mgl,5.9222222222222225
1997-08-05,1997-10-07,BQ2,mg_mgl,2.6822222222222223
1997-08-05,1997-10-07,BQ2,nh4_ugl,NA
1997-08-05,1997-10-07,BQ2,no3_ugl,104.88888888888889
1997-10-07,1997-12-09,BQ2,k_mgl,0.89625
1997-10-07,1997-12-09,BQ2,ca_mgl,4.65375
1997-10-07,1997-12-09,BQ2,mg_mgl,2.30375
1997-10-07,1997-12-09,BQ2,nh4_ugl,NA
1997-10-07,1997-12-09,BQ2,no3_ugl,137.375
1997-12-09,1998-02-10,BQ2,k_mgl,0.8242857142857143
1997-12-09,1998-02-10,BQ2,ca_mgl,4.704444444444444
1997-12-09,1998-02-10,BQ2,mg_mgl,1.9633333333333334
1997-12-09,1998-02-10,BQ2,nh4_ugl,22.8
1997-12-09,1998-02-10,BQ2,no3_ugl,123.85714285714286
1998-02-10,1998-04-14,BQ2,k_mgl,1.3077777777777777
1998-02-10,1998-04-14,BQ2,ca_mgl,4.087777777777777
1998-02-10,1998-04-14,BQ2,mg_mgl,2.49
1998-02-10,1998-04-14,BQ2,nh4_ugl,11.333333333333334
1998-02-10,1998-04-14,BQ2,no3_ugl,112
1998-04-14,1998-06-16,BQ2,k_mgl,1.1011111111111112
1998-04-14,1998-06-16,BQ2,ca_mgl,4.908888888888889
1998-04-14,1998-06-16,BQ2,mg_mgl,2.4322222222222223
1998-04-14,1998-06-16,BQ2,nh4_ugl,18.166666666666668
1998-04-14,1998-06-16,BQ2,no3_ugl,100.75
1998-06-16,1998-08-18,BQ2,k_mgl,0.8557142857142858
1998-06-16,1998-08-18,BQ2,ca_mgl,5.384285714285714
1998-06-16,1998-08-18,BQ2,mg_mgl,2.5
1998-06-16,1998-08-18,BQ2,nh4_ugl,8
1998-06-16,1998-08-18,BQ2,no3_ugl,107
1998-08-18,1998-10-20,BQ2,k_mgl,1.1713333333333333
1998-08-18,1998-10-20,BQ2,ca_mgl,5.642666666666667
1998-08-18,1998-10-20,BQ2,mg_mgl,2.51
1998-08-18,1998-10-20,BQ2,nh4_ugl,9.333333333333334
1998-08-18,1998-10-20,BQ2,no3_ugl,176.85714285714286
1998-10-20,1998-12-22,BQ2,k_mgl,1.2144444444444444
1998-10-20,1998-12-22,BQ2,ca_mgl,6.316666666666666
1998-10-20,1998-12-22,BQ2,mg_mgl,2.577777777777778
1998-10-20,1998-12-22,BQ2,nh4_ugl,NA
1998-10-20,1998-12-22,BQ2,no3_ugl,352.55555555555554
1998-12-22,1999-02-23,BQ2,k_mgl,1.0977777777777777
1998-12-22,1999-02-23,BQ2,ca_mgl,6.183333333333334
1998-12-22,1999-02-23,BQ2,mg_mgl,3.192222222222222
1998-12-22,1999-02-23,BQ2,nh4_ugl,25.6
1998-12-22,1999-02-23,BQ2,no3_ugl,341
1999-02-23,1999-04-27,BQ2,k_mgl,1.1655555555555557
1999-02-23,1999-04-27,BQ2,ca_mgl,6.612222222222222
1999-02-23,1999-04-27,BQ2,mg_mgl,3.2044444444444444
1999-02-23,1999-04-27,BQ2,nh4_ugl,5.5
1999-02-23,1999-04-27,BQ2,no3_ugl,279.3333333333333
1999-04-27,1999-06-29,BQ2,k_mgl,1.2077777777777778
1999-04-27,1999-06-29,BQ2,ca_mgl,6.057777777777778
1999-04-27,1999-06-29,BQ2,mg_mgl,2.901111111111111
1999-04-27,1999-06-29,BQ2,nh4_ugl,6
1999-04-27,1999-06-29,BQ2,no3_ugl,200.33333333333334
1999-06-29,1999-08-31,BQ2,k_mgl,1.0222222222222221
1999-06-29,1999-08-31,BQ2,ca_mgl,4.648888888888889
1999-06-29,1999-08-31,BQ2,mg_mgl,2.3844444444444446
1999-06-29,1999-08-31,BQ2,nh4_ugl,8
1999-06-29,1999-08-31,BQ2,no3_ugl,136.66666666666666
1999-08-31,1999-11-02,BQ2,k_mgl,0.9766666666666667
1999-08-31,1999-11-02,BQ2,ca_mgl,5.2588888888888885
1999-08-31,1999-11-02,BQ2,mg_mgl,2.5011111111111113
1999-08-31,1999-11-02,BQ2,nh4_ugl,11
1999-08-31,1999-11-02,BQ2,no3_ugl,209
1999-11-02,2000-01-04,BQ2,k_mgl,0.8875
1999-11-02,2000-01-04,BQ2,ca_mgl,5.097777777777778
1999-11-02,2000-01-04,BQ2,mg_mgl,2.8066666666666666
1999-11-02,2000-01-04,BQ2,nh4_ugl,NA
1999-11-02,2000-01-04,BQ2,no3_ugl,269.6
2000-01-04,2000-03-07,BQ2,k_mgl,0.8355555555555556
2000-01-04,2000-03-07,BQ2,ca_mgl,5.558888888888889
2000-01-04,2000-03-07,BQ2,mg_mgl,2.8233333333333333
2000-01-04,2000-03-07,BQ2,nh4_ugl,11.25
2000-01-04,2000-03-07,BQ2,no3_ugl,216.55555555555554
2000-03-07,2000-05-09,BQ2,k_mgl,1
2000-03-07,2000-05-09,BQ2,ca_mgl,6.494
2000-03-07,2000-05-09,BQ2,mg_mgl,3.32
2000-03-07,2000-05-09,BQ2,nh4_ugl,9
2000-03-07,2000-05-09,BQ2,no3_ugl,225.8
2000-05-09,2000-07-11,BQ2,k_mgl,0.89
2000-05-09,2000-07-11,BQ2,ca_mgl,4.39
2000-05-09,2000-07-11,BQ2,mg_mgl,2.006666666666667
2000-05-09,2000-07-11,BQ2,nh4_ugl,6
2000-05-09,2000-07-11,BQ2,no3_ugl,75.66666666666667
2000-07-11,2000-09-12,BQ2,k_mgl,0.9375
2000-07-11,2000-09-12,BQ2,ca_mgl,5.7125
2000-07-11,2000-09-12,BQ2,mg_mgl,2.5149999999999997
2000-07-11,2000-09-12,BQ2,nh4_ugl,12.5
2000-07-11,2000-09-12,BQ2,no3_ugl,126
2000-09-12,2000-11-14,BQ2,k_mgl,0.9066666666666667
2000-09-12,2000-11-14,BQ2,ca_mgl,4.94
2000-09-12,2000-11-14,BQ2,mg_mgl,2.422222222222222
2000-09-12,2000-11-14,BQ2,nh4_ugl,20
2000-09-12,2000-11-14,BQ2,no3_ugl,130.11111111111111
2000-11-14,2001-01-16,BQ2,k_mgl,0.9866666666666667
2000-11-14,2001-01-16,BQ2,ca_mgl,5.474444444444444
2000-11-14,2001-01-16,BQ2,mg_mgl,2.8033333333333332
2000-11-14,2001-01-16,BQ2,nh4_ugl,13.75
2000-11-14,2001-01-16,BQ2,no3_ugl,170
2001-01-16,2001-03-20,BQ2,k_mgl,0.95
2001-01-16,2001-03-20,BQ2,ca_mgl,6.418
2001-01-16,2001-03-20,BQ2,mg_mgl,3.146
2001-01-16,2001-03-20,BQ2,nh4_ugl,8.25
2001-01-16,2001-03-20,BQ2,no3_ugl,195.2
2001-03-20,2001-05-22,BQ2,k_mgl,0.9750000000000001
2001-03-20,2001-05-22,BQ2,ca_mgl,4.55
2001-03-20,2001-05-22,BQ2,mg_mgl,2.0324999999999998
